turn,player,score_a,score_b,card_0,card_1,card_2,action,card_drawn,src_0,dst_0,src_1,dst_1
0,0,0,0,capture,swap,move2,-1,None,-1,-1,-1,-1
1,1,0,0,capture,swap,move2,2,move2,3-0,3-2,-1,-1
2,0,0,0,capture,swap,capture,2,capture,2-6,3-5,-1,-1
3,1,0,0,capture,move1,capture,1,move1,3-2,3-5,-1,-1
4,0,0,3,move1,move1,capture,0,move1,3-6,3-5,-1,-1
5,1,0,3,swap,move1,capture,0,swap,3-0,3-1,-1,-1
6,0,0,6,swap,move1,capture,2,capture,3-2,3-1,-1,-1
7,1,0,6,move2,move1,capture,0,move2,2-0,3-2,-1,-1
8,0,0,9,move2,move1,move2,2,move2,2-0,3-0,-1,-1
9,1,3,9,move2,mobilize,move2,1,mobilize,3-2,3-3,-1,-1
10,0,3,9,move2,mobilize,move2,1,mobilize,2-0,2-1,4-6,4-5
11,1,6,9,move2,move1,move2,1,move1,3-0,3-1,4-0,4-1
12,0,6,9,move2,move1,move2,1,move1,4-5,3-5,-1,-1
13,1,9,9,capture,move1,move2,0,capture,4-1,3-2,-1,-1
14,0,9,12,move1,move1,move2,0,move1,2-1,3-1,-1,-1
